Compound,Date,Negative,Neutral,Positive,Source Account,Text,Tweets Ago,user
0.0,Mon Jul 02 02:51:31 +0000 2018,1.0,0.0,0.0,1013616127769841664,The European Group on Ethics in Science and New Technologies has been publishing reports on ethics since the early… https://t.co/F24DhJdhVT,79,@Fox
0.891,Mon Jul 02 02:47:28 +0000 2018,0.463,0.0,0.537,1013615107778084864,"Ethical principles for technology:

→ Human dignity
→ Autonomy
→ Responsibility
→ Justice, equity, &amp; solidarity
→ D… https://t.co/NaXjoluxhv",80,@Fox
0.0,Wed Jun 20 23:51:19 +0000 2018,1.0,0.0,0.0,1009584510193684481,"@tiffani paper letters, e-letters, what is the difference anymore",81,@Fox
-0.6642,Wed Jun 20 23:50:47 +0000 2018,0.609,0.306,0.085,1009584377586597893,"@EmilyGorcenski This is heartbreaking, Emily. I’m so sorry. I know the expat feelings of loneliness all too well an… https://t.co/TwiNHaddTF",82,@Fox
0.8639,Wed Jun 20 23:48:30 +0000 2018,0.641,0.0,0.359,1009583802279006208,"@ZachACole ahhhhh, that all sounds amazing! I already had a few of them saved, but will add the rest 💖 thank you so… https://t.co/yfH8Q3WcuI",83,@Fox
0.7351,Wed Jun 20 22:53:06 +0000 2018,0.788,0.0,0.212,1009569861461135366,"👋🏻 I will be going to Boston in a few weeks. Send me your favourite: museums, points of interest, parks, photo spot… https://t.co/az0EJ5mJoB",84,@Fox
0.6369,Wed Jun 20 06:12:51 +0000 2018,0.809,0.0,0.191,1009318141271293952,"RT @theledu: HI

Please buy books from @abookapart today &amp; tomorrow (June 19 &amp;20), bc we’re donating 25% of all profits to @RAICESTEXAS. An…",85,@Fox
0.0,Wed Jun 20 05:35:28 +0000 2018,1.0,0.0,0.0,1009308731937439744,A periodic reminder on how technology is never neutral or apolitical. https://t.co/InWhNjxbjm,86,@Fox
0.5574,Wed Jun 20 05:13:19 +0000 2018,0.827,0.0,0.173,1009303157036339200,"RT @DelilahSDawson: exec: So what do we think women want in fashion?
women: Pocke--
exec: Cold shoulder tops in pastels. Got it.
women: Poc…",87,@Fox
0.0516,Wed Jun 20 05:12:18 +0000 2018,0.855,0.068,0.077,1009302904216272896,“The myopic focus on what’s new leads us to miss the important ways that digital tools are embedded in old systems… https://t.co/L51e0anXVg,88,@Fox
0.1007,Wed Jun 20 04:25:25 +0000 2018,0.548,0.212,0.239,1009291102745051136,"@summerscope awww, poor kitteh! 🐈 👋🏻",89,@Fox
0.5574,Wed Jun 20 04:19:58 +0000 2018,0.765,0.0,0.235,1009289734047215616,"If you are attending @dinosaur_js this week, I strongly recommend you see @benschwarz’s „Critical Request” talk to… https://t.co/5udfyCzjia",90,@Fox
0.5707,Wed Jun 20 04:06:47 +0000 2018,0.836,0.0,0.164,1009286414503051264,"RT @jackiehluo: it's happening! 💖 join us at @square on july 19 for hear + now, an event to amplify the voices of people from marginalized…",91,@Fox
0.5255,Wed Jun 20 02:57:03 +0000 2018,0.667,0.072,0.261,1009268864398397440,"@madalynrose awww, likewise! and sorry you’re feeling that way. sending good vibes. 💝",92,@Fox
0.0,Wed Jun 20 02:08:06 +0000 2018,1.0,0.0,0.0,1009256548613292032,@jennwrites 👯‍♀️❤️,93,@Fox
0.0,Wed Jun 20 02:07:48 +0000 2018,1.0,0.0,0.0,1009256471018680320,"@taotetek awww, you too! 💞",94,@Fox
0.802,Wed Jun 20 01:41:40 +0000 2018,0.294,0.0,0.706,1009249894207447042,"@malchata haha, perfectly timed. 🍻👋🏻",95,@Fox
0.7801,Wed Jun 20 01:32:26 +0000 2018,0.391,0.209,0.4,1009247570692984832,"Hey friends. I’m feeling very lonely, anxious and stressed and I would love to see your faces. Join the GIF fun via… https://t.co/7gSjaYNMvS",96,@Fox
0.0,Tue Jun 19 22:46:32 +0000 2018,1.0,0.0,0.0,1009205821622763520,"RT @MicheleNL: Inclusive forms:  
- Make them keyboard accessible
- Don't remove default focus styles if you don't supply alternative styli…",97,@Fox
0.68,Tue Jun 19 21:29:56 +0000 2018,0.349,0.0,0.651,1009186542508650496,@omosolatweets Thank you for sharing!,98,@Fox
0.4019,Tue Jun 19 21:29:40 +0000 2018,0.876,0.0,0.124,1009186477136326661,"RT @omosolatweets: Interesting article by @fox that I'm just seeing.
Discussing that constant pull I've felt between balancing community in…",99,@Fox
0.0,Tue Jun 19 21:18:35 +0000 2018,1.0,0.0,0.0,1009183687286706177,"RT @xoxo: 📋 Also new this year, we’re codifying all of our inclusive production practices as policy, and making it open source to encourage…",100,@Fox
0.0,Sat Sep 29 23:22:24 +0000 2018,1.0,0.0,0.0,1046178409301172224,"Yankees 8, Red Sox 5: Yankees Send One Over the Fence and Into the Record Book https://t.co/Nw6IAy9L6h",1,@nytimes
-0.743,Sat Sep 29 23:15:07 +0000 2018,0.741,0.259,0.0,1046176575589429248,"With all of its emotion and anger, the fight over Brett Kavanaugh’s nomination shows the power — and limitations —… https://t.co/noh4jNNSNi",2,@nytimes
0.6369,Sat Sep 29 23:11:23 +0000 2018,0.488,0.0,0.512,1046175638820990976,Why I Love Reality Television https://t.co/AGqWcEkMpq,3,@nytimes
0.0,Sat Sep 29 23:00:05 +0000 2018,1.0,0.0,0.0,1046172792520134656,"The ancient roads, pyramids and houses revealed by laser mapping are forcing researchers to reevaluate what they th… https://t.co/baWBR8vmel",4,@nytimes
0.0,Sat Sep 29 22:59:43 +0000 2018,1.0,0.0,0.0,1046172700295778304,"In KFC’s China Ads, Nuggets Are Served With Patriotism https://t.co/6NkG3Ummnl",5,@nytimes
-0.8225,Sat Sep 29 22:52:39 +0000 2018,0.677,0.323,0.0,1046170922871345153,RT @nytopinion: The battle between the competing moralisms behind the Kavanaugh hearings risks becoming an all-out war between the sexes —…,6,@nytimes
0.8625,Sat Sep 29 22:40:08 +0000 2018,0.548,0.071,0.381,1046167771757842438,"RT @nytimesworld: “Without any trust in the United States, there will be no confidence in our national security, and under such circumstanc…",7,@nytimes
0.6369,Sat Sep 29 22:26:18 +0000 2018,0.802,0.0,0.198,1046164290678468615,"The single best use of boneless, skinless chicken breasts? Make chicken francese, an Italian-American staple with l… https://t.co/RlGsumk7mI",8,@nytimes
0.0,Sat Sep 29 22:10:07 +0000 2018,1.0,0.0,0.0,1046160217124343809,"As others fled amid a 7.5 magnitude earthquake, the last act of an air traffic controller in Palu, Indonesia was to… https://t.co/krLnJkGH9P",9,@nytimes
0.1027,Sat Sep 29 21:58:37 +0000 2018,0.862,0.06,0.078,1046157323897630720,Breaking News: Elon Musk will step down as Tesla's chairman for 3 years and pay a $20 million fine in an S.E.C. set… https://t.co/BqwBhxl4xT,10,@nytimes
0.0,Sat Sep 29 21:44:42 +0000 2018,1.0,0.0,0.0,1046153823964860416,RT @NYTScience: Their dad went to the moon and back. He wanted to know if they mowed the lawn. https://t.co/CFi9Hyye3a,11,@nytimes
0.0,Sat Sep 29 21:30:12 +0000 2018,1.0,0.0,0.0,1046150174366736385,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/icEIVfkdLi",12,@nytimes
-0.2732,Sat Sep 29 21:15:06 +0000 2018,0.89,0.11,0.0,1046146374369267712,"In Opinion

Op-Ed contributor Rebecca Traister writes, ""This political moment has provoked a period in which more a… https://t.co/2bLeiEnY5c",13,@nytimes
0.0,Sat Sep 29 21:00:09 +0000 2018,1.0,0.0,0.0,1046142610530869248,The clock has begun ticking on the one-week FBI investigation into sexual misconduct allegations made against Brett… https://t.co/2iTIWCs99o,14,@nytimes
0.0,Sat Sep 29 20:45:01 +0000 2018,1.0,0.0,0.0,1046138802773917696,A 2016 law in France penalized paying for sex instead of selling it. But some prostitutes say that law puts them in… https://t.co/Cr8QXhubCD,15,@nytimes
-0.6159,Sat Sep 29 20:31:08 +0000 2018,0.799,0.201,0.0,1046135310382505984,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/4mMsRAGgP2",16,@nytimes
-0.3612,Sat Sep 29 20:15:06 +0000 2018,0.889,0.111,0.0,1046131272685367301,"""Rarely has the reputation of a leader fallen so far, so fast."" Aung San Suu Kyi: Nobel laureate, democracy icon an… https://t.co/mZsqBBfYGG",17,@nytimes
0.128,Sat Sep 29 20:02:02 +0000 2018,0.595,0.175,0.23,1046127985915572225,Golf Digest and college students helped free a man wrongly convicted of murder. Here's the week in good news. https://t.co/yzDgXavDaQ,18,@nytimes
0.0,Sat Sep 29 20:00:03 +0000 2018,1.0,0.0,0.0,1046127485082001408,"A Sloan Kettering executive will give up his $1.4 million stake in a biotech start-up, as the hospital re-examines… https://t.co/0yV9ZY68y7",19,@nytimes
-0.1027,Sat Sep 29 19:45:07 +0000 2018,0.928,0.072,0.0,1046123729653137408,Text messages that were supposed to warn Indonesians of a possible tsunami were foiled when cellphone towers were d… https://t.co/A3nTUxRGuF,20,@nytimes
0.8271,Sat Sep 29 19:30:05 +0000 2018,0.633,0.0,0.367,1046119945313153027,"He was always smiling, always laughing and running, like the average 4-year-old,” a neighbor said. “That’s why this… https://t.co/cZNILgbREW",21,@nytimes
0.0,Sat Sep 29 19:17:11 +0000 2018,1.0,0.0,0.0,1046116699060269056,"In Opinion
Op-Ed contributor Sarah Hepola writes, ""I cannot know whether Judge Kavanaugh experienced a blackout. Bu… https://t.co/WYAFRRh0Mq",22,@nytimes
0.0,Sat Sep 29 19:00:14 +0000 2018,1.0,0.0,0.0,1046112430995251202,"Did you stay up to date this week? Find out with this week's news quiz.
https://t.co/RrFhnBzf7H",23,@nytimes
0.0,Sat Sep 29 18:55:04 +0000 2018,1.0,0.0,0.0,1046111133499871232,"The booming housing market is slowing down. Years of breakneck price increases have outpaced wages, and buyers have… https://t.co/L4av1FXzA9",24,@nytimes
-0.4215,Sat Sep 29 18:40:01 +0000 2018,0.859,0.141,0.0,1046107346940899328,"With their indignant eruptions in the Senate, Brett Kavanaugh and Lindsey Graham took a page from President Trump's… https://t.co/Y6GaKJHoMP",25,@nytimes
0.6908,Sat Sep 29 18:25:05 +0000 2018,0.705,0.05,0.245,1046103588181876736,RT @nytimesbusiness: The White House Council of Economic Advisers calculates that increasingly generous paid leave benefits mean that the a…,26,@nytimes
0.0,Sat Sep 29 18:10:05 +0000 2018,1.0,0.0,0.0,1046099814096801792,"Organizers have announced a date for the 2019 Women's March, which will be held in Washington with sister demonstra… https://t.co/6b1sZxT5RE",27,@nytimes
0.2617,Sat Sep 29 17:55:03 +0000 2018,0.767,0.091,0.141,1046096027164520448,The invisible recession: A major economic event in 2016 escaped much public notice. But its impact was huge. https://t.co/HkKRiSBiOw,28,@nytimes
0.3612,Sat Sep 29 17:43:26 +0000 2018,0.884,0.0,0.116,1046093105601146882,"Our 52 Places Traveler visits the Italian Dolomites and finds mountains like a ""crowd of pious giants frozen in sto… https://t.co/w9KvaH0hgw",29,@nytimes
0.0,Sat Sep 29 17:25:56 +0000 2018,1.0,0.0,0.0,1046088699589660673,Sign up to get the Race/Related newsletter by email https://t.co/j1V640Odl3,30,@nytimes
0.0,Sat Sep 29 17:25:09 +0000 2018,1.0,0.0,0.0,1046088503262695426,"""Black women’s feminist contributions are very often erased,"" the novelist Tayari Jones observed. But their influen… https://t.co/CG1Gty3FJw",31,@nytimes
0.0,Sat Sep 29 17:11:05 +0000 2018,1.0,0.0,0.0,1046084965572759552,"At this very moment, The Upshot and Siena College pollsters are making phone calls across America. You call follow… https://t.co/FEh7w3EIsH",32,@nytimes
0.3919,Sat Sep 29 16:55:01 +0000 2018,0.865,0.0,0.135,1046080921479335938,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/QRAo9fYkb6",33,@nytimes
-0.296,Sat Sep 29 16:40:07 +0000 2018,0.901,0.099,0.0,1046077169431007232,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/cnfYEQkQcE,34,@nytimes
-0.2612,Sat Sep 29 16:20:03 +0000 2018,0.765,0.155,0.08,1046072122311770112,"RT @nytopinion: I never felt compelled to share my story before, because it is so common, because so many women have been through worse. Bu…",35,@nytimes
0.0,Sat Sep 29 16:05:08 +0000 2018,1.0,0.0,0.0,1046068368946663424,"Marty Balin, the founder, lead singer and songwriter for Jefferson Airplane and key member of Jefferson Starship, d… https://t.co/Soyr6U4eID",36,@nytimes
-0.5267,Sat Sep 29 15:55:06 +0000 2018,0.805,0.195,0.0,1046065841194901504,"Brett Kavanaugh’s testimony raised questions about his neutrality and temperament, threatening the already fragile… https://t.co/pyz4RGBCmF",37,@nytimes
0.7579,Sat Sep 29 15:40:05 +0000 2018,0.746,0.0,0.254,1046062065247498242,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/ZO6fAkjXHT",38,@nytimes
-0.296,Sat Sep 29 15:25:05 +0000 2018,0.885,0.115,0.0,1046058289958735872,The parents of this 6-year-old boy believed his speech difficulties were due to developmental delays. Then a dentis… https://t.co/ag4Kk6ekJ5,39,@nytimes
0.34,Sat Sep 29 15:12:04 +0000 2018,0.876,0.0,0.124,1046055013456449536,"In a unanimous vote, Canadian lawmakers move to strip Daw Aung San Suu Kyi of her honorary citizenship https://t.co/KBI7JlUI2h",40,@nytimes
0.7003,Sat Sep 29 10:05:34 +0000 2018,0.746,0.0,0.254,1045977879341944833,"Chicken francese, sometimes called chicken French, is one of those rare restaurant dishes that's truly easy to cook… https://t.co/6dkng0Ttao",41,@nytimes
0.765,Sat Sep 29 09:48:10 +0000 2018,0.577,0.085,0.338,1045973500002009088,Having all the right cholesterol numbers and staying active is no guarantee your heart is in great shape https://t.co/zGk7vB2zM4,42,@nytimes
-0.4228,Sat Sep 29 09:32:05 +0000 2018,0.73,0.186,0.084,1045969453165563904,"RT @RorySmith: A curious quote here, a bad result there, a slightly dodgy WiFi connection: it doesn’t take much to send Man Utd over the ed…",43,@nytimes
0.0,Sat Sep 29 09:09:36 +0000 2018,1.0,0.0,0.0,1045963793703022592,This one-pan shrimp enchiladas verde recipe is as simple to make as it is tasty https://t.co/Lmw7eO1XAA https://t.co/Je0c16XmFx,44,@nytimes
0.2263,Sat Sep 29 08:52:09 +0000 2018,0.853,0.0,0.147,1045959404594565120,The New Birds and Bees: Teaching Kids About Boundaries and Consent https://t.co/mVrenFA8HP,45,@nytimes
-0.3818,Sat Sep 29 08:49:55 +0000 2018,0.833,0.167,0.0,1045958842327150593,"“I don’t know who got a bigger fright: the seal, me or the octopus” https://t.co/gxayw44IQq",46,@nytimes
-0.9274,Sat Sep 29 08:32:01 +0000 2018,0.552,0.448,0.0,1045954335543357440,RT @nytimesworld: Seven men arrested in the Netherlands were arrested on charges of planning to attack a mass event with AK-47s and bomb be…,47,@nytimes
0.0,Sat Sep 29 08:05:21 +0000 2018,1.0,0.0,0.0,1045947625785241600,McKinsey &amp; Company is advising the Puerto Rican government on a financial overhaul to lighten its crippling debts.… https://t.co/E1uRYpKeLb,48,@nytimes
-0.7579,Sat Sep 29 08:04:42 +0000 2018,0.723,0.277,0.0,1045947462102536192,Breaking News: Nearly 400 people were killed when an earthquake and a tsunami struck the Indonesian island of Sulaw… https://t.co/4pQUmpMggT,49,@nytimes
-0.5106,Sat Sep 29 07:48:16 +0000 2018,0.852,0.148,0.0,1045943327974150144,A program intended to wipe away the student loans of qualifying public servants rejected more than 99% of those who… https://t.co/06as1CWjkT,50,@nytimes
0.5423,Sat Sep 29 07:32:00 +0000 2018,0.809,0.0,0.191,1045939233976971264,RT @comradewong: 1. Secretary of State Mike Pompeo made a surprise announcement on the closing of the Basra consulate. Cited security reaso…,51,@nytimes
-0.7665,Sat Sep 29 07:28:43 +0000 2018,0.602,0.398,0.0,1045938405140549632,A Prostitute Was Killed in France. Is a New Law Partly to Blame? https://t.co/bmp3PFRMJz,52,@nytimes
0.0,Sat Sep 29 07:06:16 +0000 2018,1.0,0.0,0.0,1045932756612599809,"In case you're listening to Robyn's new song, ""Honey,"" on repeat...  https://t.co/JG85JYu0RX",53,@nytimes
0.0,Sat Sep 29 06:50:05 +0000 2018,1.0,0.0,0.0,1045928682886500352,Scientists reported the first discovery of all-female termite societies — researchers did not find a single male https://t.co/wSUj2xJy05,54,@nytimes
0.2617,Sat Sep 29 06:32:06 +0000 2018,0.903,0.0,0.097,1045924157953900544,"RT @HernandezJavier: The young activists are model students &amp; ardent communists, singing socialist anthems and quoting Mao. But China's lea…",55,@nytimes
0.0,Sat Sep 29 06:15:52 +0000 2018,1.0,0.0,0.0,1045920075184828417,"Lady Gaga and Bradley Cooper are in the sha-ha-sha-hallow, and Lil Wayne's long-delayed album is here. Here's the w… https://t.co/PKWMDlw9Cw",56,@nytimes
-0.2023,Sat Sep 29 05:59:31 +0000 2018,0.602,0.223,0.175,1045915958114746368,Good science means publishing negative results. It doesn't happen nearly enough. https://t.co/bDl1g2jQTG,57,@nytimes
-0.1027,Sat Sep 29 05:42:03 +0000 2018,0.82,0.098,0.082,1045911564514193409,RT @NYTScience: Research into these termite colonies in Japan is the first to demonstrate that males can be discarded from advanced societi…,58,@nytimes
0.4404,Sat Sep 29 05:22:06 +0000 2018,0.693,0.091,0.216,1045906544028717057,"Social Security faces a projected shortfall in about 16 years, when benefits would be cut by roughly 20%. Lawmakers… https://t.co/2NMThx4CH0",59,@nytimes
0.6369,Sat Sep 29 05:02:02 +0000 2018,0.802,0.0,0.198,1045901494741028870,"In a world that relentlessly enforces limits, the love of a pet is a refuge for unconstrained emotion, especially f… https://t.co/9EUUOR1Mgl",60,@nytimes
0.4939,Fri Sep 28 19:25:03 +0000 2018,0.811,0.0,0.189,1045756291266891777,The United States and Mexico are expected to release text of a bipartisan trade deal that the 2 countries reached l… https://t.co/lO59yhhFzk,61,@nytimes
0.0,Fri Sep 28 19:10:07 +0000 2018,1.0,0.0,0.0,1045752532616785921,"RT @nytopinion: The Senate Judiciary Committee voted to advance Kavanaugh. There may be a one-week F.B.I. investigation, but that’s still u…",62,@nytimes
0.0964,Fri Sep 28 18:55:31 +0000 2018,0.929,0.0,0.071,1045748857576050688,"In 2017, Senator Jeff Flake announced he would not seek re-election. He issued this challenge in his announcement:… https://t.co/v8KC3bs9eF",63,@nytimes
0.0,Fri Sep 28 18:40:57 +0000 2018,1.0,0.0,0.0,1045745193390084097,Breaking News: President Trump said he found Christine Blasey Ford’s testimony “very compelling” and that senators… https://t.co/t2ntl73Cpr,64,@nytimes
0.0,Fri Sep 28 18:11:30 +0000 2018,1.0,0.0,0.0,1045737780255621120,"RT @juliehdavis: ""Somebody's gotta explain this to Trump, so I guess that'll be my job,"" Sen Graham says sardonically on his way out of Jud…",65,@nytimes
-0.2263,Fri Sep 28 18:09:56 +0000 2018,0.899,0.101,0.0,1045737388536991744,"Breaking News: Senator Jeff Flake, a crucial swing vote on Brett Kavanaugh, demanded an FBI inquiry before a final… https://t.co/f72iGu0psN",66,@nytimes
0.4939,Fri Sep 28 18:06:48 +0000 2018,0.862,0.0,0.138,1045736600016171010,"RT @juliehdavis: ""This is all a gentlemen's &amp; gentleladies' agreement"" Grassley says, making key point re what just happened. After much sp…",67,@nytimes
0.0,Fri Sep 28 18:00:08 +0000 2018,1.0,0.0,0.0,1045734918775607296,"In a dramatic reversal, Senator Jeff Flake said he would vote to advance Judge Brett Kavanaugh in the committee, bu… https://t.co/pdLailYJ72",68,@nytimes
-0.2263,Fri Sep 28 17:55:01 +0000 2018,0.927,0.073,0.0,1045733634781728770,"RT @SherylNYT: Flake is now asking for a one-week FBI investigation ""limited in time and scope.:""   “I think we ought to do what we can to…",69,@nytimes
-0.5994,Fri Sep 28 17:45:09 +0000 2018,0.766,0.234,0.0,1045731148910014464,A London coroner said that Pret A Manger has inadequate allergy labeling after a 15-year-old girl had an allergic r… https://t.co/kw7rzanddO,70,@nytimes
-0.2023,Fri Sep 28 17:35:18 +0000 2018,0.909,0.091,0.0,1045728672668356608,"RT @AsteadWesley: NEW: I spoke to the women who confronted Jeff Flake in that Capitol Hill elevator. w/ @NirajC 
https://t.co/93UZZbhtmp",71,@nytimes
-0.3612,Fri Sep 28 17:32:11 +0000 2018,0.837,0.163,0.0,1045727885431119872,RT @kevinroose: Facebook’s @guyro says that the breach that affected 50 million users involved a vulnerability in a tool that allowed users…,72,@nytimes
-0.34,Fri Sep 28 17:30:09 +0000 2018,0.784,0.134,0.082,1045727374619406337,"If the SEC gets its way, Elon Musk will join Elizabeth Holmes, Ken Lay and Martha Stewart in facing a ban from serv… https://t.co/j5hkmnDnT0",73,@nytimes
0.0,Fri Sep 28 17:15:06 +0000 2018,1.0,0.0,0.0,1045723588110807040,Scientists reported the first discovery of all-female termite societies — researchers did not find a single male https://t.co/HPrx7zQGXj,74,@nytimes
-0.8074,Fri Sep 28 17:00:16 +0000 2018,0.684,0.316,0.0,1045719853083086858,RT @MichaelPaulson: A bitter battle between theaters in San Francisco: Nederlander is trying to block plans by a onetime partner -- now a r…,75,@nytimes
0.0,Fri Sep 28 16:51:56 +0000 2018,1.0,0.0,0.0,1045717757357166593,"RT @MikeIsaac: BREAKING: Facebook hack results in the exposure of data on up to 50 million user accounts

https://t.co/zobH3fr8SP",76,@nytimes
-0.5267,Fri Sep 28 16:48:21 +0000 2018,0.794,0.206,0.0,1045716856106102784,Breaking News: Facebook said an attack on its computer network exposed the personal information of about 50 million… https://t.co/bJF8GRCm1g,77,@nytimes
-0.5267,Fri Sep 28 16:45:08 +0000 2018,0.815,0.185,0.0,1045716045896519680,A journalist that spread conspiracy theories — including the claim that Hillary Clinton attended a satanic dinner a… https://t.co/JH35oPS40r,78,@nytimes
0.3818,Fri Sep 28 16:30:10 +0000 2018,0.874,0.0,0.126,1045712278765666304,"China has long made it clear that reporting on politics, civil society and sensitive historical events is forbidden… https://t.co/hZEEZMDf6U",79,@nytimes
-0.5574,Fri Sep 28 16:15:02 +0000 2018,0.841,0.159,0.0,1045708471218438144,"RT @nytimesworld: ""My only sin is the extrajudicial killings."" A striking admission by the Philippine president that could bolster cases ag…",80,@nytimes
0.7003,Fri Sep 28 03:02:03 +0000 2018,0.746,0.0,0.254,1045508909971243008,"Surrounded by her lawyers, publicists and a sisterhood of friends who had convened to support her and zealously pro… https://t.co/1tdmRrRw29",81,@nytimes
0.0,Fri Sep 28 02:47:04 +0000 2018,1.0,0.0,0.0,1045505140369887238,"In ""A Star is Born,"" Bradley Cooper's directorial debut, he wrangles with the celebrity industrial complex. So you… https://t.co/vtbvj39xvG",82,@nytimes
-0.128,Fri Sep 28 02:36:06 +0000 2018,0.919,0.081,0.0,1045502380819853312,"In Maine, where one senator faces a tough decision over Brett Kavanaugh's confirmation, a group of women all listen… https://t.co/FyDt0iiB2E",83,@nytimes
0.0,Fri Sep 28 02:29:06 +0000 2018,1.0,0.0,0.0,1045500618968891397,"She Said. Then He Said. Now What Will Senators Say?
The front page of The New York Times for 9/28/2018.… https://t.co/i3VwPftmJ9",84,@nytimes
0.0,Fri Sep 28 02:17:01 +0000 2018,1.0,0.0,0.0,1045497579319021568,"During Judge Brett Kavanaugh’s hearing, Senator Lindsey Graham said that Democrats were part of an “unethical sham”… https://t.co/UHLb5znsxj",85,@nytimes
0.3612,Fri Sep 28 02:02:05 +0000 2018,0.811,0.0,0.189,1045493820975181825,Want to share a confidential news tip with The New York Times? Here's how you do it: https://t.co/ogoQHxR9xH,86,@nytimes
0.0,Fri Sep 28 01:52:02 +0000 2018,1.0,0.0,0.0,1045491291147161601,"RT @TomJolly: Page One of the @nytimes for Friday, Sept. 28, 2018. https://t.co/ff1mDrcHW3",87,@nytimes
0.0516,Fri Sep 28 01:47:05 +0000 2018,0.938,0.0,0.062,1045490044042170369,"C-Span became a spontaneous town square for everyday Americans who lit up the channel’s phone lines, compelled to s… https://t.co/Ob4oKEkeAe",88,@nytimes
-0.3818,Fri Sep 28 01:32:03 +0000 2018,0.571,0.243,0.186,1045486260318601219,"In their new books ""Good and Mad"" and ""Rage Becomes Her,"" Rebecca Traister and Soraya Chemaly embrace feminist ange… https://t.co/FETnrBsGtZ",89,@nytimes
0.3612,Fri Sep 28 01:18:05 +0000 2018,0.889,0.0,0.111,1045482747555459075,RT @nytopinion: What Christine Blasey Ford did — instinctively — is what women have done forever in situations like these: make herself as…,90,@nytimes
0.5574,Fri Sep 28 01:06:04 +0000 2018,0.841,0.0,0.159,1045479723197968384,Breaking News: A committee vote to send Brett Kavanaugh's Supreme Court nomination to the full Senate will be on Fr… https://t.co/Hrggy42kWo,91,@nytimes
0.0,Fri Sep 28 01:02:05 +0000 2018,1.0,0.0,0.0,1045478721212297216,Evening Briefing: Here's what you need to know at the end of the day https://t.co/338X2rNPTe,92,@nytimes
-0.5106,Fri Sep 28 00:47:07 +0000 2018,0.852,0.148,0.0,1045474952701530113,A program intended to wipe away the student loans of qualifying public servants rejected more than 99% of those who… https://t.co/LNBgeINV0k,93,@nytimes
0.0,Fri Sep 28 00:30:00 +0000 2018,1.0,0.0,0.0,1045470646354898944,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/PQgaUT780W,94,@nytimes
-0.4939,Fri Sep 28 00:25:03 +0000 2018,0.792,0.208,0.0,1045469400793526272,The hearing was an explosive collision between #MeToo — the cultural movement shaking the country — and the politic… https://t.co/WR3wtuBwtt,95,@nytimes
0.0,Fri Sep 28 00:10:00 +0000 2018,1.0,0.0,0.0,1045465611722051584,"At the #NYTnewrules summit, 

@Wade_Davis28 spoke of men's role as allies: ""Here's what men don't get about the… https://t.co/y9Jev9ClRl",96,@nytimes
0.128,Thu Sep 27 23:56:06 +0000 2018,0.786,0.096,0.118,1045462113160974337,2 women who have accused Brett Kavanaugh of sexual misconduct at parties as a teenager have both named Mark Judge a… https://t.co/8hpudu1CF7,97,@nytimes
-0.4939,Thu Sep 27 23:43:04 +0000 2018,0.819,0.181,0.0,1045458832686821378,"RT @llerer: ""The hearing was an explosive collision between #MeToo — the cultural movement shaking the country — and the politics of outrag…",98,@nytimes
-0.5994,Thu Sep 27 23:32:04 +0000 2018,0.676,0.231,0.093,1045456067747098624,"Daniel Te’o-Nesheim died on Oct. 29, 2017. The next day, the NFL denied his claim for ""line of duty"" benefits becau… https://t.co/RIJ7nfOnGe",99,@nytimes
0.0,Thu Sep 27 23:18:35 +0000 2018,1.0,0.0,0.0,1045452675171700738,"Today's extraordinary testimony has ended. President Trump said that ""Judge Kavanaugh showed America exactly why I… https://t.co/UE2y7DHMwo",100,@nytimes
