Compound,Date,Negative,Neutral,Positive,Source Account,Text,Tweets Ago,user
0.296,Fri Sep 21 19:18:00 +0000 2018,0.758,0.098,0.144,1043217800729247744,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",23,@CBS
-0.1531,Fri Sep 21 17:46:26 +0000 2018,0.714,0.162,0.123,1043194757189533696,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,24,@CBS
0.296,Thu Sep 20 23:17:19 +0000 2018,0.891,0.0,0.109,1042915637876518912,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",25,@CBS
0.7896,Thu Sep 20 21:38:21 +0000 2018,0.788,0.0,0.212,1042890735190597632,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,26,@CBS
0.0,Thu Sep 20 16:47:26 +0000 2018,1.0,0.0,0.0,1042817519877144577,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,27,@CBS
-0.0531,Wed Sep 19 19:07:37 +0000 2018,0.588,0.236,0.176,1042490413766963200,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,28,@CBS
0.6486,Tue Sep 18 17:04:20 +0000 2018,0.791,0.0,0.209,1042096997912600576,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,29,@CBS
0.9642,Mon Sep 17 22:01:52 +0000 2018,0.473,0.0,0.527,1041809487848333313,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",30,@CBS
0.0,Mon Sep 17 21:41:20 +0000 2018,1.0,0.0,0.0,1041804319492734976,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,31,@CBS
0.3612,Mon Sep 17 19:18:37 +0000 2018,0.737,0.0,0.263,1041768405429354496,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,32,@CBS
-0.2263,Sun Sep 16 23:48:59 +0000 2018,0.909,0.091,0.0,1041474058976550913,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",33,@CBS
0.0,Sun Sep 16 14:33:46 +0000 2018,1.0,0.0,0.0,1041334333791825920,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,34,@CBS
-0.4322,Sat Sep 15 16:00:01 +0000 2018,0.771,0.159,0.07,1040993650921140224,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",35,@CBS
-0.2481,Fri Sep 14 18:22:59 +0000 2018,0.598,0.233,0.17,1040667242201927681,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",36,@CBS
0.0,Thu Sep 13 20:52:06 +0000 2018,1.0,0.0,0.0,1040342379327250432,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,37,@CBS
0.0,Thu Sep 13 20:28:06 +0000 2018,1.0,0.0,0.0,1040336341458776064,This just in... https://t.co/QG3OYF6Rfv,38,@CBS
0.4753,Thu Sep 13 18:06:49 +0000 2018,0.699,0.083,0.218,1040300784238264321,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,39,@CBS
0.0,Mon Sep 10 17:06:16 +0000 2018,1.0,0.0,0.0,1039198382231715854,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",40,@CBS
0.0,Wed Aug 22 20:10:12 +0000 2018,1.0,0.0,0.0,1032359301266923520,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",41,@CBS
0.5423,Mon Aug 20 21:59:56 +0000 2018,0.829,0.0,0.171,1031662141546217472,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,42,@CBS
0.3182,Fri Aug 17 17:42:02 +0000 2018,0.887,0.0,0.113,1030510075679408133,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",43,@CBS
0.0,Thu Aug 16 18:40:09 +0000 2018,1.0,0.0,0.0,1030162312487788544,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,44,@CBS
-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.72,0.188,0.092,1029882696766435328,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,45,@CBS
0.0,Sun Aug 12 23:30:02 +0000 2018,1.0,0.0,0.0,1028785712085098496,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,46,@CBS
0.4389,Sun Aug 12 15:04:59 +0000 2018,0.874,0.0,0.126,1028658612304920577,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,47,@CBS
-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.897,0.103,0.0,1028340270939553792,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,48,@CBS
0.4926,Sat Aug 11 15:00:02 +0000 2018,0.856,0.0,0.144,1028294979943325696,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,49,@CBS
0.8957,Fri Aug 10 22:28:55 +0000 2018,0.581,0.0,0.419,1028045558076727296,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",50,@CBS
0.0,Fri Aug 10 19:59:14 +0000 2018,1.0,0.0,0.0,1028007887954620416,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",51,@CBS
0.6696,Thu Aug 09 21:00:00 +0000 2018,0.745,0.0,0.255,1027660792550711296,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,52,@CBS
0.7901,Thu Aug 09 18:47:00 +0000 2018,0.72,0.0,0.28,1027627322537439232,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,53,@CBS
0.6696,Wed Aug 08 16:05:11 +0000 2018,0.791,0.0,0.209,1027224210601435136,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",54,@CBS
0.0,Tue Aug 07 16:06:57 +0000 2018,1.0,0.0,0.0,1026862267097264128,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,55,@CBS
0.3612,Mon Aug 06 00:20:55 +0000 2018,0.889,0.0,0.111,1026261803611774976,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",56,@CBS
0.7424,Mon Aug 06 00:07:38 +0000 2018,0.617,0.082,0.3,1026258460906729472,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,57,@CBS
0.3818,Mon Aug 06 00:02:58 +0000 2018,0.894,0.0,0.106,1026257284865769472,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,58,@CBS
0.5093,Mon Aug 06 00:02:02 +0000 2018,0.859,0.0,0.141,1026257049150095361,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,59,@CBS
0.0,Sun Aug 05 23:58:41 +0000 2018,1.0,0.0,0.0,1026256207000915968,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",60,@CBS
0.0,Sun Aug 05 17:28:37 +0000 2018,1.0,0.0,0.0,1026158044093149184,"Stay tuned, because @MurphyBrownCBS is up next at the #CBS #TCA18! https://t.co/0qdjQiFrwW",61,@CBS
-0.0602,Sun Aug 05 17:28:03 +0000 2018,0.599,0.219,0.182,1026157899825868800,"RT @FBICBS: “Even though I was scared to say yes, it was so clear you don’t say no. I knew I couldn’t say no. I couldn’t be more grateful,…",62,@CBS
0.1761,Sun Aug 05 17:27:46 +0000 2018,0.735,0.105,0.16,1026157829227302912,"RT @FBICBS: What's it like for @JeremySisto coming back to a Dick Wolf show?

""It's one of the most stable ships you can be on... It's exci…",63,@CBS
0.1027,Sun Aug 05 17:27:41 +0000 2018,0.767,0.11,0.123,1026157811363762176,"RT @FBICBS: ""We're celebrating the troops on the ground... There are endless stories in there."" - Dick Wolf on why he wanted to focus the s…",64,@CBS
0.0498,Sun Aug 05 17:27:31 +0000 2018,0.746,0.123,0.13,1026157767713681408,"RT @FBICBS: “It’s really exciting to be here for the first time in a long, long, long, long time.” - Dick Wolf #CBS #TCA18",65,@CBS
0.6114,Sun Aug 05 14:47:12 +0000 2018,0.818,0.0,0.182,1026117421055193088,Celebrate #NationalSistersDay with an iconic group of sisters! Watch how these three became part of The Brady Bunch… https://t.co/nBVjxl4AbP,66,@CBS
0.2263,Sat Aug 04 22:57:37 +0000 2018,0.917,0.0,0.083,1025878451377459200,RT @startrekcbs: Executive Producer Alex Kurtzman and @SirPatStew surprised fans today at #STLV with news that he will be returning to the…,67,@CBS
0.0,Sat Aug 04 00:24:55 +0000 2018,1.0,0.0,0.0,1025538035658645504,Watching a 💯 spin on @PriceIsRight never gets old…especially when it’s Mila Kunis! https://t.co/NPOukc3jPz,68,@CBS
0.6124,Fri Aug 03 22:34:08 +0000 2018,0.76,0.0,0.24,1025510155113312256,"RT @TrueCrimeCBS: The chances of successfully blowing the whistle are slim, but did a Wells Fargo personal banker beat the odds?

Find out…",69,@CBS
0.9098,Tue Jul 31 21:02:33 +0000 2018,0.549,0.0,0.451,1024399944394797056,Celebrate #NationalAvocadoDay with @letsmakeadeal. 🥑 Relive this #LMAD moment when an avocado wins one amazing deal! https://t.co/QS8GLajWU5,70,@CBS
0.34,Sat Jul 28 16:43:56 +0000 2018,0.876,0.0,0.124,1023247696411283456,"Housewives. PTA moms. School volunteers. Starting TONIGHT, hear the stories of seemingly innocent women who put it… https://t.co/5TA15OiTuh",71,@CBS
0.75,Wed Jul 25 17:25:36 +0000 2018,0.727,0.0,0.273,1022171020046688256,"This is one allowance that can’t be beat! Kids are winning big this week on @PriceIsRight. 🎉
 https://t.co/lncKu9XvNo",72,@CBS
0.0,Wed Jul 25 15:12:31 +0000 2018,1.0,0.0,0.0,1022137528311111680,"Renowned artists Cher, Philip Glass, Reba McEntire, Wayne Shorter, and the co-creators of #Hamilton will be recogni… https://t.co/PEjjI9MKE1",73,@CBS
0.34,Wed Jul 25 01:05:03 +0000 2018,0.882,0.0,0.118,1021924255657648128,Who's excited for the return of @MurphyBrownCBS? Here's a behind-the-scenes look at the first table read of the sea… https://t.co/1B5S4WJnCW,74,@CBS
-0.1511,Tue Jul 24 18:54:14 +0000 2018,0.834,0.099,0.068,1021830935296204800,"Mark your calendars because you won’t want to miss this! Former Secretaries of State @HillaryClinton, @Madeleine, a… https://t.co/JKDPp97OqN",75,@CBS
0.8293,Mon Jul 23 21:30:33 +0000 2018,0.66,0.0,0.34,1021507888123064320,The cast couldn’t be more excited to welcome @ansonmount into the @startrekcbs family! Who’s ready to see the iconi… https://t.co/fOS4f4VCb2,76,@CBS
0.128,Sun Jul 22 01:56:13 +0000 2018,0.927,0.0,0.073,1020849969744338944,RT @startrekcbs: Stream the full panel &amp; learn all the exclusive details revealed about season 2 of #StarTrekDiscovery at @Comic_Con: https…,77,@CBS
-0.296,Sat Jul 21 00:55:28 +0000 2018,0.891,0.109,0.0,1020472292210380800,RT @MagnumPICBS: Couldn't make it to San Diego for the #MagnumPI panel? Here's everything you missed at #SDCC2018: https://t.co/Z7IBqF1YJ8…,78,@CBS
-0.296,Sat Jul 21 00:19:12 +0000 2018,0.891,0.109,0.0,1020463166495469568,RT @bigbangtheory: The #BigBangTheory writers teased a honeymoon episode and more @YoungSheldon characters in Season 12 while speaking at #…,79,@CBS
-0.7964,Sat Jul 21 00:10:00 +0000 2018,0.736,0.264,0.0,1020460850564411392,"RT @TrueCrimeCBS: When you find out you’ve been treated with chemo, but you don’t have cancer. #Whistleblower https://t.co/DAKwu1vcNX",80,@CBS
0.4404,Mon Jun 11 02:58:30 +0000 2018,0.737,0.088,0.175,1006007741473669121,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",81,@CBS
0.4404,Mon Jun 11 02:56:40 +0000 2018,0.847,0.0,0.153,1006007276820287488,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,82,@CBS
0.836,Mon Jun 11 02:56:10 +0000 2018,0.533,0.0,0.467,1006007152752803840,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,83,@CBS
0.0,Mon Jun 11 02:53:00 +0000 2018,1.0,0.0,0.0,1006006356392853504,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,84,@CBS
0.6369,Mon Jun 11 02:47:29 +0000 2018,0.682,0.0,0.318,1006004969202335744,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,85,@CBS
0.7978,Mon Jun 11 02:44:50 +0000 2018,0.457,0.0,0.543,1006004300206575618,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,86,@CBS
0.9523,Mon Jun 11 02:44:37 +0000 2018,0.484,0.0,0.516,1006004244384641024,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,87,@CBS
0.5994,Mon Jun 11 02:33:09 +0000 2018,0.698,0.0,0.302,1006001361794658304,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,88,@CBS
0.4215,Mon Jun 11 02:29:18 +0000 2018,0.877,0.0,0.123,1006000391387938816,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",89,@CBS
0.8932,Mon Jun 11 02:23:56 +0000 2018,0.483,0.0,0.517,1005999041455329281,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,90,@CBS
0.0,Mon Jun 11 02:21:03 +0000 2018,1.0,0.0,0.0,1005998314024677377,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",91,@CBS
0.0,Mon Jun 11 02:16:06 +0000 2018,1.0,0.0,0.0,1005997067766882304,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,92,@CBS
0.8908,Mon Jun 11 02:11:03 +0000 2018,0.509,0.0,0.491,1005995799812059136,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,93,@CBS
0.0,Mon Jun 11 02:05:47 +0000 2018,1.0,0.0,0.0,1005994473598287872,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,94,@CBS
0.4926,Mon Jun 11 02:03:31 +0000 2018,0.738,0.0,0.262,1005993900723482624,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,95,@CBS
0.5093,Mon Jun 11 01:58:48 +0000 2018,0.477,0.0,0.523,1005992717258649601,@writerlindsayb You're welcome! #TonyAwards,96,@CBS
0.7579,Mon Jun 11 01:53:17 +0000 2018,0.519,0.0,0.481,1005991328277094401,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,97,@CBS
0.6467,Mon Jun 11 01:51:16 +0000 2018,0.752,0.0,0.248,1005990820535660544,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",98,@CBS
0.0,Mon Jun 11 01:38:23 +0000 2018,1.0,0.0,0.0,1005987576509894657,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,99,@CBS
0.636,Mon Jun 11 01:37:36 +0000 2018,0.724,0.0,0.276,1005987381843931138,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,100,@CBS
0.2263,Sat Sep 29 23:11:11 +0000 2018,0.909,0.0,0.091,1046175587344224256,North Carolina is among the 8 states that require sex education classes to mention consent. A map in an earlier twe… https://t.co/GUCQpYwvBA,1,@CNN
-0.4019,Sat Sep 29 23:00:09 +0000 2018,0.788,0.148,0.064,1046172809188323328,"A 13-year-old boy was attacked Saturday by a shark while diving for lobsters in waters off Encinitas, California, a… https://t.co/jNMREHePwO",2,@CNN
0.1027,Sat Sep 29 22:45:07 +0000 2018,0.765,0.107,0.128,1046169025573801985,"Alas, an asteroid shaped like a skull is NOT going to zip by Earth this Halloween https://t.co/Va32inAu8z https://t.co/fYHvcOm0Bt",3,@CNN
0.0,Sat Sep 29 22:30:11 +0000 2018,1.0,0.0,0.0,1046165268051955713,"Nearly two years to the day after its inaugural march, thousands are expected to take to the streets again early ne… https://t.co/dzj1GMnykd",4,@CNN
0.1027,Sat Sep 29 22:00:10 +0000 2018,0.849,0.066,0.085,1046157713372311552,"JUST IN: Elon Musk agrees to pay $20 million and quit as Tesla chairman in deal with SEC
https://t.co/SIweOPR39g https://t.co/fluv7kgynH",5,@CNN
0.0,Sat Sep 29 22:00:07 +0000 2018,1.0,0.0,0.0,1046157703662505986,"Meet the ""Hurricane Cowboy"" who's rescuing animals in Florence's aftermath https://t.co/RkgzcXnl3A https://t.co/KgBHD2Pnbk",6,@CNN
-0.3612,Sat Sep 29 21:46:03 +0000 2018,0.894,0.106,0.0,1046154160448638981,Alyssa Milano says that while it was difficult to be in the room when Brett Kavanaugh and Christine Blasey Ford tes… https://t.co/dBXUbdEekE,7,@CNN
0.5574,Sat Sep 29 21:28:04 +0000 2018,0.795,0.0,0.205,1046149636258492416,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/wAvxOyw2ul,8,@CNN
-0.2023,Sat Sep 29 21:14:21 +0000 2018,0.913,0.087,0.0,1046146184111370240,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/HgiqqNBfto,9,@CNN
-0.2023,Sat Sep 29 21:00:10 +0000 2018,0.833,0.102,0.065,1046142613441728515,"The FBI has reached out to Deborah Ramirez, who has accused Brett Kavanaugh of inappropriate sexual behavior when t… https://t.co/WEbuyKazm7",10,@CNN
0.1027,Sat Sep 29 20:31:05 +0000 2018,0.7,0.14,0.16,1046135294154735616,Why the world's leaders may regret laughing at Donald Trump | By Nic Robertson for @CNNOpinion… https://t.co/OSqC3AWTmf,11,@CNN
0.2942,Sat Sep 29 20:00:31 +0000 2018,0.846,0.0,0.154,1046127602153476096,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/65FSnOOE7M https://t.co/O5nJzZCYM8",12,@CNN
-0.4588,Sat Sep 29 19:31:06 +0000 2018,0.885,0.115,0.0,1046120202163965952,"Ciham Ali Ahmed was imprisoned at 15 years old. Now six years later, her family says they don't know where she is o… https://t.co/07xI3uUH7M",13,@CNN
-0.6486,Sat Sep 29 19:00:30 +0000 2018,0.798,0.202,0.0,1046112501342117888,"It’s a devastating scene, and the reality of so many parents addicted to drugs. @lisaling gives us a heartbreaking… https://t.co/sXEhUoMmu6",14,@CNN
0.2263,Sat Sep 29 18:31:05 +0000 2018,0.853,0.0,0.147,1046105098424856576,Only these 8 states require sex education classes to mention consent https://t.co/iEMukcvLni https://t.co/tSeUG8ez0x,15,@CNN
0.6597,Sat Sep 29 18:00:36 +0000 2018,0.748,0.0,0.252,1046097427428765697,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/zjDnYO6jGI",16,@CNN
-0.4019,Sat Sep 29 17:30:38 +0000 2018,0.863,0.137,0.0,1046089885579444226,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/sSLpHYEdqC https://t.co/5iguBTXFez",17,@CNN
-0.6705,Sat Sep 29 17:20:08 +0000 2018,0.769,0.231,0.0,1046087240131268610,"Two police officers were killed in a shootout early Saturday in Brookhaven, Mississippi, a state official said. https://t.co/sWEwLdiMHf",18,@CNN
0.4019,Sat Sep 29 16:30:13 +0000 2018,0.847,0.0,0.153,1046074679507726341,"A 33-year-old vet went to the VA for help. Hours later, he took his own life. https://t.co/Fv9cfLdrE9",19,@CNN
-0.7906,Sat Sep 29 16:00:10 +0000 2018,0.667,0.333,0.0,1046067117320269824,At least 384 are dead and hundreds injured after a tsunami and earthquake in Indonesia https://t.co/6QMEFJopLb https://t.co/IYCYKfCIUU,20,@CNN
0.4939,Sat Sep 29 15:46:07 +0000 2018,0.842,0.0,0.158,1046063581345849346,"Leland Ingham Keyser, a friend of Christine Blasey Ford, is not refuting Ford's allegation and will cooperate with… https://t.co/TJafi07Kia",21,@CNN
0.0,Sat Sep 29 15:17:19 +0000 2018,1.0,0.0,0.0,1046056335194951682,Typhoon Trami is unleashing heavy winds and rain on southern Japan as it slowly marches toward the nation's main is… https://t.co/6mrQrfOpXW,22,@CNN
0.1779,Sat Sep 29 14:01:06 +0000 2018,0.52,0.245,0.234,1046037155666169866,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/qsWWdCkbp1",23,@CNN
-0.7003,Sat Sep 29 13:46:06 +0000 2018,0.703,0.242,0.055,1046033377470676993,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's up… https://t.co/8KgMQNawGx,24,@CNN
0.2732,Sat Sep 29 13:31:00 +0000 2018,0.884,0.0,0.116,1046029578337226752,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/4LW4920YfF,25,@CNN
-0.3182,Sat Sep 29 13:16:03 +0000 2018,0.887,0.113,0.0,1046025816524632064,"Is Emmanuel Macron the new Tony Blair -- lauded abroad, mocked at home? | Analysis by CNN's Melissa Bell… https://t.co/Qss2RgsvMs",26,@CNN
-0.7717,Sat Sep 29 13:01:12 +0000 2018,0.691,0.309,0.0,1046022077755592704,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/SxpvzKORbT https://t.co/UESQOryY0Y",27,@CNN
0.34,Sat Sep 29 12:46:06 +0000 2018,0.841,0.0,0.159,1046018279603605504,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..… https://t.co/nAkVIZdR96",28,@CNN
-0.1779,Sat Sep 29 12:31:00 +0000 2018,0.922,0.078,0.0,1046014479237083136,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/NLz9VFBdx5,29,@CNN
0.25,Sat Sep 29 12:16:05 +0000 2018,0.796,0.08,0.124,1046010723787304960,One of the women who confronted Sen. Jeff Flake in a Capitol elevator Friday said she hopes other Republican senato… https://t.co/GL6sJnfjpG,30,@CNN
0.6124,Sat Sep 29 12:00:24 +0000 2018,0.75,0.0,0.25,1046006780126535680,"Instagram-friendly food. Yes, please. #NoFilter. Travel to Asturias, Spain on an all-new #PartsUnknown, Sunday at 9… https://t.co/4uAoNu4idr",31,@CNN
0.5574,Sat Sep 29 11:46:03 +0000 2018,0.795,0.0,0.205,1046003167895461889,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/DIRC09z8tk,32,@CNN
0.0,Sat Sep 29 11:31:00 +0000 2018,1.0,0.0,0.0,1045999379042131968,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/PyxMF661f6,33,@CNN
-0.5719,Sat Sep 29 11:16:02 +0000 2018,0.85,0.15,0.0,1045995614079774720,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to h… https://t.co/8WsJqWsBnN,34,@CNN
0.0,Sat Sep 29 11:01:05 +0000 2018,1.0,0.0,0.0,1045991850325282816,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GwmUQHSQW0,35,@CNN
0.5719,Sat Sep 29 11:01:00 +0000 2018,0.802,0.0,0.198,1045991829286445057,This Ohio town celebrated Christmas a few months early this year for a 2-year-old with brain cancer… https://t.co/FIO0Ia2eWO,36,@CNN
-0.7351,Sat Sep 29 10:46:02 +0000 2018,0.744,0.256,0.0,1045988065125314560,"An estimated 80,000 Americans died of flu and its complications last winter, the CDC says, making it the deadliest… https://t.co/S9vUosYzPB",37,@CNN
0.2732,Sat Sep 29 10:31:00 +0000 2018,0.896,0.0,0.104,1045984279426084864,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/pBImRwJDun,38,@CNN
-0.7871,Sat Sep 29 10:16:23 +0000 2018,0.638,0.362,0.0,1045980603668205568,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.… https://t.co/xyubP5kQJJ,39,@CNN
0.0,Sat Sep 29 10:01:03 +0000 2018,1.0,0.0,0.0,1045976741171417089,"A newly discovered dinosaur species that's believed to have weighed 26,000 pounds was the largest land animal of it… https://t.co/9ECuIOr32E",40,@CNN
0.3182,Sat Sep 29 06:01:00 +0000 2018,0.887,0.0,0.113,1045916331764109312,"A woman who's paralyzed from the chest down can now consciously control her ability to walk, researchers say, thank… https://t.co/6Ok6iqysN1",41,@CNN
0.0,Sat Sep 29 05:53:02 +0000 2018,1.0,0.0,0.0,1045914328610803713,US elections observers in a fiercely-contested state governor election in Nigeria say they witnessed what appeared… https://t.co/bJkSuLEhuW,42,@CNN
0.3612,Sat Sep 29 05:46:02 +0000 2018,0.857,0.0,0.143,1045912566277591041,Stepping into this Seoul cafe feels like entering the black-and-white world of a cartoon https://t.co/fKJfO91Bp0 vi… https://t.co/pX1D1hCjb7,43,@CNN
0.0,Sat Sep 29 05:46:00 +0000 2018,1.0,0.0,0.0,1045912556781494273,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWYaYzt https://t.co/u55NzjyaCD,44,@CNN
0.1531,Sat Sep 29 05:31:00 +0000 2018,0.882,0.0,0.118,1045908782075699200,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GhVv8 https://t.co/DpY14vwL6v,45,@CNN
-0.7506,Sat Sep 29 05:27:37 +0000 2018,0.698,0.256,0.047,1045907929503813633,"“I am tired of the daily chaos, the pettiness, the meanness that too often dominates the political discourse. We al… https://t.co/QvRbz5c5qZ",46,@CNN
